model,node_id,true_class,predicted_class,confidence
GCN,7112,4,4,0.62700415
GCN,7113,6,37,0.24131098
GCN,7114,34,28,0.65788037
GCN,7115,27,27,0.5504692
GCN,7116,28,28,0.9709217
GCN,7117,16,16,0.9819602
GCN,7118,6,30,0.35444117
GCN,7119,16,16,0.9013428
GCN,7120,19,8,0.49864239
GCN,7121,8,8,0.6434638
GCN,7122,26,26,0.377209
GCN,7123,26,26,0.5039147
GCN,7124,16,16,0.9842613
GCN,7125,22,5,0.41434786
GCN,7126,16,16,0.91092145
GCN,7127,19,19,0.8826948
GCN,7128,16,16,0.9832304
GCN,7129,24,28,0.90423965
GCN,7130,24,24,0.37248996
GCN,7131,30,30,0.95642287
GCN,7133,16,16,0.98872364
GCN,7134,28,28,0.37646815
GCN,7135,16,16,0.9754125
GCN,7136,4,4,0.17806602
GCN,7138,28,28,0.5209805
GCN,7139,16,16,0.9854741
GCN,7140,27,16,0.95659727
GCN,7141,37,24,0.55350286
GCN,7142,16,16,0.5472326
GCN,7143,13,16,0.6101467
GCN,7145,24,24,0.53724307
GCN,7146,16,16,0.90828717
GCN,7147,2,2,0.5496025
GCN,7148,2,2,0.7988388
GCN,7149,7,37,0.2514169
GCN,7150,19,27,0.37390697
GCN,7152,6,24,0.25570711
GCN,7153,23,2,0.4769521
GCN,7154,16,16,0.89905274
GCN,7155,16,16,0.8872516
GCN,7156,4,26,0.64302677
GCN,7157,30,30,0.94458795
GCN,7158,20,20,0.43366808
GCN,7159,16,16,0.9763421
GCN,7160,24,24,0.36716893
GCN,7161,28,28,0.7573781
GCN,7162,24,24,0.7611784
GCN,7163,28,28,0.7974386
GCN,7164,30,30,0.97702354
GCN,7165,27,24,0.57233095
GCN,7166,10,10,0.31136918
GCN,7167,8,8,0.5222586
GCN,7168,24,24,0.41398183
GCN,7169,16,16,0.74292
GCN,7170,13,24,0.443554
GCN,7171,24,24,0.5168597
GCN,7172,30,30,0.9123038
GCN,7173,16,16,0.9755136
GCN,7175,24,36,0.33270693
GCN,7176,24,16,0.47386777
GCN,7177,27,27,0.96985495
GCN,7179,23,4,0.46183553
GCN,7181,24,24,0.78059196
GCN,7182,24,24,0.63191366
GCN,7183,5,4,0.4370917
GCN,7184,19,19,0.536509
GCN,7185,30,30,0.99856794
GCN,7186,24,24,0.6693303
GCN,7187,9,34,0.8851226
GCN,7188,19,34,0.7634886
GCN,7189,26,30,0.5638605
GCN,7190,30,30,0.9280367
GCN,7191,24,24,0.43678433
GCN,7192,5,24,0.5649566
GCN,7223,24,24,0.61142415
GCN,7230,16,16,0.788985
GCN,7235,24,24,0.60338634
GCN,7247,24,24,0.7912595
GCN,7257,24,24,0.82821393
GCN,7262,8,8,0.67950076
GCN,7265,24,24,0.81230736
GCN,7268,8,8,0.43784732
GCN,7271,24,16,0.6554435
GCN,7273,4,4,0.7636372
GCN,7279,24,24,0.5278933
GCN,7317,28,28,0.8789347
GCN,7336,16,16,0.89086175
GCN,7340,38,30,0.2723315
GCN,7348,30,30,0.96100426
GCN,7359,22,10,0.32251924
GCN,7366,22,2,0.86727875
GCN,7377,10,24,0.41136953
GCN,7392,5,28,0.86757845
GCN,7398,28,28,0.9675097
GCN,7404,30,30,0.981223
GCN,7422,30,30,0.9962
GCN,7426,30,30,0.5347903
GCN,7447,3,30,0.7173192
GCN,7454,27,27,0.80580616
GCN,7460,22,39,0.4396405
GCN,7475,5,5,0.6920266
GCN,7476,28,28,0.92525256
GCN,7477,16,16,0.9101262
GCN,7478,24,16,0.4519395
GCN,7479,24,16,0.76789
GCN,7481,30,30,0.7339644
GCN,7482,31,31,0.5829189
GCN,7483,3,10,0.35710308
GCN,7484,16,16,0.4991035
GCN,7485,34,26,0.69479597
GCN,7486,6,10,0.29147258
GCN,7487,16,16,0.98988557
GCN,7488,10,10,0.28537336
GCN,7490,24,24,0.44377425
GCN,7491,24,30,0.48357543
GCN,7494,34,36,0.42506886
GCN,7495,24,24,0.2702814
GCN,7496,34,34,0.25539523
GCN,7499,29,34,0.33762175
GCN,7500,4,4,0.40492827
GCN,7501,16,16,0.9660059
GCN,7502,16,16,0.9575644
GCN,7503,23,3,0.30352652
GCN,7504,3,3,0.20780165
GCN,7505,8,8,0.92798513
GCN,7506,26,24,0.4328489
GCN,7507,28,28,0.74490076
GCN,7508,28,10,0.48696178
GCN,7509,16,16,0.93311274
GCN,7510,9,9,0.77167624
GCN,7511,5,5,0.38269717
GCN,7512,30,30,0.87959003
GCN,7513,30,30,0.7332979
GCN,7514,13,13,0.46756375
GCN,7515,16,16,0.9427615
GCN,7516,16,16,0.96779466
GCN,7517,30,30,0.97826093
GCN,7518,37,24,0.31061447
GCN,7519,24,24,0.74282193
GCN,7520,27,27,0.40712324
GCN,7521,16,16,0.8869906
GCN,7522,24,24,0.71111256
GCN,7523,4,4,0.91084653
GCN,7524,23,23,0.3689312
GCN,7525,5,16,0.28504193
GCN,7526,24,24,0.5719296
GCN,7527,16,16,0.9752935
GCN,7529,36,36,0.7171274
GCN,7530,24,24,0.5826618
GCN,7531,10,13,0.41524383
GCN,7532,16,16,0.8804675
GCN,7533,27,27,0.7310718
GCN,7534,16,24,0.37845516
GCN,7535,24,10,0.32036722
GCN,7536,16,16,0.81261337
GCN,7537,30,30,0.98932195
GCN,7538,16,16,0.96375084
GCN,7539,16,16,0.99570024
GCN,7540,4,24,0.2556832
GCN,7541,1,25,0.5108435
GCN,7542,27,16,0.8981524
GCN,7543,24,16,0.9582241
GCN,7544,5,5,0.38449284
GCN,7545,16,16,0.52711403
GCN,7546,24,16,0.46398893
GCN,7547,24,24,0.5540701
GCN,7548,24,24,0.49320498
GCN,7549,16,16,0.99389315
GCN,7550,10,24,0.59357905
GCN,7551,34,31,0.42058533
GCN,7552,24,24,0.4248076
GCN,7553,26,26,0.52839607
GCN,7554,11,10,0.52278405
GCN,7555,16,16,0.93529725
GCN,7556,24,24,0.1998559
GCN,7557,24,24,0.8819862
GCN,7558,10,24,0.4429807
GCN,7559,16,16,0.94777066
GCN,7560,10,10,0.54790664
GCN,7561,24,24,0.44484988
GCN,7562,24,24,0.5472224
GCN,7563,10,24,0.27465263
GCN,7564,28,28,0.619659
GCN,7565,25,25,0.3906039
GCN,7566,24,24,0.54506344
GCN,7567,30,30,0.9223915
GCN,7568,28,28,0.84190524
GCN,7569,16,16,0.95524305
GCN,7570,16,24,0.48972943
GCN,7571,24,30,0.9962845
GCN,7572,16,16,0.7613334
GCN,7573,31,26,0.44585767
GCN,7574,34,34,0.5985896
GCN,7575,28,28,0.9887165
GCN,7576,16,16,0.9824018
GCN,7577,16,16,0.3538838
GCN,7578,16,16,0.59123945
GCN,7579,24,24,0.36451834
GCN,7580,26,24,0.46703267
GCN,7581,22,22,0.56506133
GCN,7582,34,34,0.4910752
GCN,7583,30,30,0.65879565
GCN,7584,16,16,0.89374906
GCN,7585,4,4,0.59396213
GCN,7586,37,37,0.7660115
GCN,7587,24,24,0.4198948
GCN,7588,16,16,0.90574706
GCN,7589,24,24,0.46603262
GCN,7590,8,4,0.21843222
GCN,7591,24,24,0.632348
GCN,7592,28,28,0.75654465
GCN,7593,27,19,0.2479593
GCN,7594,36,36,0.27400383
GCN,7595,16,16,0.96352714
GCN,7596,28,28,0.69070065
GCN,7597,16,16,0.5952758
GCN,7598,30,30,0.5955108
GCN,7599,22,22,0.6636881
GCN,7600,28,8,0.20576492
GCN,7601,5,5,0.56281865
GCN,7602,16,16,0.70309967
GCN,7603,16,16,0.9664992
GCN,7604,8,28,0.7778969
GCN,7605,25,30,0.6861176
GCN,7606,8,8,0.74359214
GCN,7607,4,4,0.6131192
GCN,7608,30,30,0.94052875
GCN,7609,24,24,0.7608089
GCN,7610,16,16,0.81663615
GCN,7611,30,30,0.67072743
GCN,7612,24,24,0.5784008
GCN,7613,37,16,0.58422345
GCN,7614,4,4,0.8601727
GCN,7615,36,36,0.32249257
GCN,7616,31,30,0.8882163
GCN,7617,11,5,0.2260334
GCN,7618,28,28,0.97387886
GCN,7619,34,34,0.8661151
GCN,7620,24,24,0.8782355
GCN,7621,5,5,0.42258048
GCN,7622,24,16,0.49089086
GCN,7623,34,26,0.5761348
GCN,7624,32,32,0.3741126
GCN,7625,8,8,0.45494667
GCN,7626,24,24,0.5841392
GCN,7627,28,28,0.45592234
GCN,7628,16,16,0.9755799
GCN,7629,16,16,0.9172257
GCN,7630,31,38,0.9157445
GCN,7631,24,31,0.33225954
GCN,7632,16,16,0.93302846
GCN,7633,24,24,0.64569753
GCN,7634,8,8,0.3829009
GCN,7635,10,10,0.33440727
GCN,7636,24,24,0.42294088
GCN,7637,27,27,0.57148635
GCN,7638,10,36,0.25145137
GCN,7639,28,28,0.9073436
GCN,7640,3,24,0.6431199
GCN,7641,4,8,0.27054432
GCN,7642,24,24,0.4334137
GCN,7643,6,4,0.57384247
GCN,7644,4,16,0.9605815
GCN,7645,24,24,0.6939584
GCN,7646,16,24,0.708821
GCN,7647,8,28,0.46702138
GCN,7648,9,2,0.8175479
GCN,7649,16,16,0.9623646
GCN,7650,8,8,0.9629787
GCN,7651,5,34,0.55606973
GCN,7652,24,24,0.7481489
GCN,7653,16,16,0.98627704
GCN,7654,24,16,0.7104778
GCN,7655,24,24,0.39078027
GCN,7656,34,24,0.5069652
GCN,7657,30,30,0.902548
GCN,7658,28,28,0.746927
GCN,7659,8,24,0.49445942
GCN,7660,26,30,0.32925555
GCN,7661,34,5,0.7906732
GCN,7662,16,16,0.90722275
GCN,7663,24,24,0.73050964
GCN,7664,16,16,0.60890436
GCN,7665,4,4,0.37982213
GCN,7666,16,16,0.98018426
GCN,7667,16,16,0.9493552
GCN,7668,30,30,0.96211916
GCN,7669,24,24,0.38826105
GCN,7670,8,8,0.29210725
GCN,7671,27,27,0.43757772
GCN,7672,24,16,0.26421568
GCN,7673,16,16,0.95954573
GCN,7674,34,34,0.82751554
GCN,7675,24,24,0.58652246
GCN,7676,16,16,0.41529074
GCN,7677,24,24,0.4473012
GCN,7678,16,16,0.9942544
GCN,7679,16,16,0.881297
GCN,7680,27,27,0.38548267
GCN,7681,24,24,0.79997826
GCN,7682,24,24,0.5687193
GCN,7683,16,16,0.5513532
GCN,7684,27,27,0.35417992
GCN,7685,10,10,0.28221422
GCN,7686,24,24,0.35592946
GCN,7687,10,10,0.29135188
GCN,7688,34,24,0.46461844
GCN,7689,24,24,0.8116301
GCN,7690,23,23,0.7805781
GCN,7691,4,4,0.92902386
GCN,7692,8,8,0.8473151
GCN,7693,24,24,0.31885245
GCN,7694,33,9,0.48595664
GCN,7695,24,24,0.40674374
GCN,7696,10,16,0.66884667
GCN,7697,26,38,0.4611586
GCN,7698,24,16,0.48080513
GCN,7995,24,24,0.6970096
GCN,8020,28,28,0.88431436
GCN,8120,16,16,0.9828735
GCN,8168,2,9,0.31783754
GCN,8203,16,16,0.9429159
GCN,8247,13,13,0.39777502
GCN,8336,16,16,0.64644045
GCN,8339,16,16,0.9514018
GCN,8346,23,23,0.8897625
GCN,8369,16,24,0.5668697
GCN,8370,16,16,0.9713577
GCN,8373,24,24,0.31955376
GCN,8374,16,16,0.98549205
GCN,8375,16,16,0.6624163
GCN,8376,27,27,0.79497397
GCN,8377,28,28,0.9212139
GCN,8378,30,30,0.9110025
GCN,8379,28,28,0.9216396
GCN,8380,28,28,0.63312966
GCN,8381,2,2,0.50437003
GCN,8382,16,16,0.96820056
GCN,8383,28,28,0.51093733
GCN,8384,24,16,0.7812071
GCN,8385,30,30,0.9913487
GCN,8386,27,27,0.29720172
GCN,8387,28,28,0.95829993
GCN,8388,24,24,0.35273576
GCN,8389,16,16,0.9529173
GCN,8390,4,4,0.9148364
GCN,8391,24,30,0.45694545
GCN,8392,16,16,0.98062354
GCN,8393,24,24,0.8421035
GCN,8394,30,30,0.9646467
GCN,8395,19,19,0.83115584
GCN,8396,28,28,0.8384985
GCN,8397,29,5,0.38668624
GCN,8398,28,28,0.9797958
GCN,8399,28,8,0.5657904
GCN,8400,28,28,0.64580697
GCN,8401,28,8,0.7402938
GCN,8402,24,24,0.34416246
GCN,8404,8,8,0.98257464
GCN,8405,24,16,0.6317714
GCN,8406,16,16,0.9904158
GCN,8407,26,26,0.92389274
GCN,8408,16,16,0.22240682
GCN,8409,34,28,0.39632687
GCN,8410,27,27,0.40165257
GCN,8411,24,24,0.5210752
GCN,8412,27,16,0.639301
GCN,8413,16,16,0.9806749
GCN,8414,24,24,0.3730401
GCN,8415,16,16,0.91428554
GCN,8416,37,37,0.3589871
GCN,8417,16,16,0.89882743
GCN,8418,5,5,0.83342427
GCN,8419,24,30,0.35807562
GCN,8420,24,16,0.6740216
GCN,8421,28,28,0.81912655
GCN,8422,16,16,0.94381595
GCN,8423,30,30,0.9644733
GCN,8424,16,16,0.4358524
GCN,8425,28,28,0.94396275
GCN,8426,27,27,0.8129251
GCN,8427,5,4,0.6397638
GCN,8428,16,16,0.9933258
GCN,8429,23,16,0.46615896
GCN,8430,28,28,0.71360266
GCN,8432,16,16,0.9796244
GCN,8433,4,4,0.36409482
GCN,8434,15,15,0.66154605
GCN,8435,33,33,0.35626072
GCN,8436,8,8,0.5653644
GCN,8437,27,24,0.32426593
GCN,8438,0,24,0.73703885
GCN,8439,30,30,0.6900127
GCN,8440,24,16,0.60745454
GCN,8441,34,34,0.7401784
GCN,8442,27,16,0.79186296
GCN,8443,16,16,0.98494405
GCN,8444,28,28,0.91338307
GCN,8445,16,4,0.4385613
GCN,8446,3,10,0.22357766
GCN,8447,16,16,0.24219932
GCN,8448,16,16,0.5503718
GCN,8449,2,23,0.29888856
GCN,8450,24,16,0.44454902
GCN,8451,24,24,0.7590771
GCN,8452,16,16,0.8698129
GCN,8453,24,24,0.8988695
GCN,8454,6,10,0.41647953
GCN,8455,16,16,0.9447633
GCN,8456,16,16,0.8742886
GCN,8457,17,16,0.98490083
GCN,8458,4,4,0.36674646
GCN,8459,24,10,0.23072599
GCN,8460,24,24,0.60091645
GCN,8461,36,36,0.7321235
GCN,8462,34,36,0.42251587
GCN,8463,8,8,0.76074326
GCN,8464,24,8,0.28972998
GCN,8465,4,4,0.8750379
GCN,8466,26,34,0.23658986
GCN,8467,24,24,0.8387921
GCN,8468,24,24,0.69455314
GCN,8469,24,16,0.54664016
GCN,8470,19,19,0.99290025
GCN,8471,16,16,0.90726936
GCN,8473,27,10,0.16206518
GCN,8474,24,16,0.743196
GCN,8475,27,27,0.7579597
GCN,8476,2,10,0.83261496
GCN,8477,36,36,0.6686426
GCN,8478,11,19,0.19896765
GCN,8479,28,8,0.3355001
GCN,8480,24,24,0.5337763
GCN,8481,24,24,0.51189023
GCN,8482,30,30,0.3882949
GCN,8483,30,30,0.58070195
GCN,8484,24,24,0.55158484
GCN,8485,37,34,0.32959172
GCN,8486,24,24,0.29265732
GCN,8487,30,30,0.98068595
GCN,8488,16,16,0.9717999
GCN,8489,16,16,0.7560581
GCN,8490,10,30,0.72936857
GCN,8494,13,16,0.5934343
GCN,8502,5,5,0.8598828
GCN,8520,34,34,0.6905536
GCN,8532,4,4,0.28544474
GCN,8535,24,10,0.5587973
GCN,8538,16,16,0.6616333
GCN,8539,16,16,0.97927195
GCN,8543,24,24,0.5960372
GCN,8544,24,16,0.262308
GCN,8545,30,30,0.6625355
GCN,8568,8,8,0.24444354
GCN,8576,24,24,0.75336117
GCN,8589,10,16,0.24959792
GCN,8597,30,30,0.9278333
GCN,8602,30,30,0.8706661
GCN,8612,37,37,0.55230236
GCN,8617,16,24,0.4049694
GCN,8635,24,24,0.7506844
GCN,8641,24,24,0.6075199
GCN,8646,31,26,0.50920135
GCN,8652,36,3,0.25085533
GCN,8654,16,16,0.96196777
GCN,8700,24,24,0.9690785
GCN,8703,5,13,0.128843
GCN,8724,30,30,0.8741703
GCN,8728,30,30,0.9139012
GCN,8733,16,16,0.9771763
GCN,8736,24,24,0.9564769
GCN,8741,30,30,0.84044623
GCN,8762,8,8,0.89143723
GCN,8771,16,16,0.9685176
GCN,8779,16,16,0.78036517
GCN,8788,16,16,0.5397725
GCN,8789,24,16,0.3983322
GCN,8791,30,30,0.9521237
GCN,8792,28,28,0.94941676
GCN,8793,26,26,0.47753423
GCN,8794,24,10,0.49528754
GCN,8795,16,16,0.7850819
GCN,8796,13,27,0.6314196
GCN,8797,30,30,0.9895918
GCN,8798,30,30,0.76301104
GCN,8799,24,16,0.87781966
GCN,8800,14,14,0.8583462
GCN,8801,28,28,0.88128203
GCN,8802,30,30,0.9559065
GCN,8803,16,16,0.62530494
GCN,8805,16,16,0.9820164
GCN,8806,16,16,0.5975258
GCN,8807,24,24,0.534719
GCN,8808,24,24,0.94696426
GCN,8809,24,24,0.51812094
GCN,8810,10,10,0.46952316
GCN,8811,16,16,0.9253067
GCN,8813,28,28,0.9291138
GCN,8814,3,26,0.6389033
GCN,8815,16,16,0.97776115
GCN,8816,16,16,0.8459062
GCN,8817,24,26,0.43356115
GCN,8818,30,30,0.71297276
GCN,8820,24,16,0.6619023
GCN,8821,28,28,0.8063724
GCN,8822,23,23,0.9829473
GCN,8823,24,16,0.4802893
GCN,8824,31,16,0.22760883
GCN,8825,18,16,0.14619985
GCN,8826,5,5,0.77766687
GCN,8827,28,28,0.9291492
GCN,8828,16,16,0.9787033
GCN,8829,5,24,0.3768078
GCN,8830,9,9,0.86251247
GCN,8831,30,30,0.41539073
GCN,8832,30,30,0.7459119
GCN,8833,31,30,0.732831
GCN,8834,30,30,0.9837586
GCN,8835,26,26,0.84691846
GCN,8836,27,10,0.23531711
GCN,8837,24,31,0.8468209
GCN,8838,16,16,0.9725687
GCN,8839,27,27,0.24804942
GCN,8840,28,28,0.93176246
GCN,8841,10,10,0.41191995
GCN,8842,16,16,0.96393406
GCN,8843,30,30,0.9904806
GCN,8844,30,30,0.9683869
GCN,8845,16,16,0.9735285
GCN,8846,23,24,0.60430497
GCN,8847,34,34,0.56431985
GCN,8848,24,30,0.7441553
GCN,8849,16,16,0.81697476
GCN,8850,30,24,0.41630438
GCN,8851,16,16,0.9480333
GCN,8852,5,24,0.45687482
GCN,8853,16,16,0.63763964
GCN,8854,24,30,0.64895695
GCN,8855,25,25,0.46014565
GCN,8856,36,4,0.3427174
GCN,8857,28,28,0.80960435
GCN,8858,18,13,0.26237133
GCN,8859,16,16,0.69899094
GCN,8860,24,24,0.2697857
GCN,8861,24,16,0.63733405
GCN,8862,16,16,0.9783865
GCN,8863,24,16,0.47657433
GCN,8864,24,24,0.3535809
GCN,8865,24,24,0.3549398
GCN,8866,24,24,0.6222004
GCN,8867,16,16,0.95721424
GCN,8868,16,16,0.99511814
GCN,8869,1,30,0.69891614
GCN,8870,23,23,0.2714563
GCN,8871,28,28,0.6007759
GCN,8873,24,10,0.40966654
GCN,8874,26,26,0.39956546
GCN,8875,24,24,0.58663553
GCN,8876,24,24,0.29211253
GCN,8877,16,16,0.98374856
GCN,8878,30,30,0.58951664
GCN,8879,30,30,0.8249065
GCN,8880,4,4,0.7703958
GCN,8881,27,27,0.33829206
GCN,8882,24,24,0.602106
GCN,8883,24,24,0.53977984
GCN,8884,24,24,0.413602
GCN,8885,37,37,0.17319483
GCN,8886,27,27,0.8447677
GCN,8887,1,16,0.56275237
GCN,8888,6,10,0.7222555
GCN,8889,24,24,0.6560751
GCN,8890,33,22,0.8924134
GCN,8891,24,24,0.22932953
GCN,8892,24,24,0.42355254
GCN,8893,16,16,0.9788903
GCN,8894,16,16,0.86976
GCN,8895,10,10,0.5906909
GCN,8896,24,16,0.30805126
GCN,8897,33,10,0.28032273
GCN,8898,8,8,0.71191865
GCN,8899,28,24,0.23456323
GCN,8900,10,10,0.37839842
GCN,8901,31,30,0.48701113
GCN,8902,30,30,0.7381212
GCN,8903,8,28,0.72636217
GCN,8905,24,34,0.32215068
GCN,8906,24,24,0.7962955
GCN,8907,34,34,0.6443607
GCN,8908,8,8,0.7849315
GCN,8909,26,34,0.35882547
GCN,8910,27,16,0.7055165
GCN,8911,13,24,0.508429
GCN,8912,24,24,0.57402694
GCN,8913,5,23,0.5720552
GCN,8914,8,8,0.39937848
GCN,8915,37,37,0.72601634
GCN,8916,30,30,0.9837518
GCN,8917,30,30,0.9101127
GCN,8918,28,28,0.9579665
GCN,8919,28,24,0.4223448
GCN,8920,16,16,0.9686818
GCN,8921,24,16,0.35015836
GCN,8922,28,28,0.951539
GCN,8923,16,16,0.9512766
GCN,8924,24,10,0.4009576
GCN,8925,16,16,0.4940029
GCN,8926,24,24,0.58447444
GCN,8927,27,27,0.54534155
GCN,8928,36,36,0.34849802
GCN,8929,24,10,0.56529963
GCN,8930,17,16,0.8949858
GCN,8931,24,24,0.5182109
GCN,8932,10,24,0.5450532
GCN,8933,16,16,0.36138156
GCN,8934,16,16,0.9739016
GCN,8935,24,24,0.73748726
GCN,8936,16,16,0.27577618
GCN,8937,36,8,0.39869738
GCN,8938,16,16,0.9465769
GCN,8939,16,16,0.9808621
GCN,8940,11,10,0.45841482
GCN,8942,13,13,0.9664992
GCN,8943,4,4,0.8142398
GCN,8945,8,8,0.5073916
GCN,8946,24,34,0.48874325
GCN,8947,30,30,0.9804969
GCN,8948,37,26,0.6603391
GCN,8949,24,30,0.88882434
GCN,8951,24,16,0.803266
GCN,8952,13,24,0.39946392
GCN,8953,16,16,0.2660857
GCN,8954,33,28,0.33989006
GCN,8955,5,5,0.9301998
GCN,8956,16,16,0.98507744
GCN,8957,24,16,0.32323435
GCN,8958,24,24,0.44830626
GCN,8959,24,24,0.45377162
GCN,8961,16,16,0.98571545
GCN,8962,8,8,0.8897565
GCN,8963,2,10,0.44805095
GCN,8964,24,24,0.878174
GCN,8965,8,5,0.87689775
GCN,8966,8,8,0.2793071
GCN,8967,16,16,0.994505
GCN,8968,16,16,0.4398095
GCN,8969,25,25,0.97145814
GCN,8970,4,4,0.66365266
GCN,8971,30,30,0.88949543
GCN,8972,23,10,0.66757786
GCN,8973,24,24,0.3591278
GCN,8974,16,16,0.6287818
GCN,8975,4,24,0.40106365
GCN,8976,9,28,0.4612634
GCN,8977,1,16,0.30368403
GCN,8978,28,28,0.5163404
GCN,8979,16,16,0.60466653
GCN,8980,16,27,0.24160442
GCN,8981,28,28,0.97319204
GCN,8982,28,28,0.9455812
GCN,8983,4,4,0.28398097
GCN,8984,24,16,0.89353764
GCN,8985,37,15,0.3713873
GCN,8986,26,30,0.3009536
GCN,8987,15,23,0.22243617
GCN,8988,26,26,0.3374866
GCN,8989,4,4,0.3580346
GCN,8990,16,16,0.87309176
GCN,8991,16,16,0.96232975
GCN,8992,24,16,0.94191635
GCN,8993,26,26,0.72803944
GCN,8994,31,31,0.5405744
GCN,8995,8,24,0.27207765
GCN,8996,24,24,0.59764755
GCN,8997,30,30,0.7845269
GCN,8998,5,34,0.7531855
GCN,8999,24,24,0.3260871
GCN,9000,24,4,0.61642087
GCN,9001,16,16,0.79188514
GCN,9002,24,24,0.645577
GCN,9003,27,27,0.78501415
GCN,9004,16,16,0.9741455
GCN,9005,30,30,0.90177745
GCN,9006,7,28,0.14943351
GCN,9007,16,16,0.9718398
GCN,9008,2,2,0.8266271
GCN,9009,16,16,0.90148866
GCN,9010,24,10,0.8741528
GCN,9011,8,8,0.37923476
GCN,9012,16,16,0.6692091
GCN,9013,10,30,0.9745933
GCN,9014,10,24,0.4937217
GCN,9015,30,30,0.9866919
GCN,9016,34,10,0.1300837
GCN,9017,27,27,0.9892898
GCN,9018,5,10,0.13937359
GCN,9019,16,16,0.9697184
GCN,9020,24,30,0.58592856
GCN,9021,24,24,0.57355314
GCN,9022,24,24,0.53886265
GCN,9023,27,27,0.4869654
GCN,9024,34,34,0.57125586
GCN,9025,16,16,0.55473614
GCN,9026,24,24,0.64082617
GCN,9027,24,24,0.6874495
GCN,9028,37,37,0.69267
GCN,9029,5,4,0.7426809
GCN,9030,16,16,0.8639911
GCN,9031,27,27,0.8547123
GCN,9032,6,30,0.7753098
GCN,9033,9,9,0.7750061
GCN,9034,10,16,0.5719159
GCN,9035,30,30,0.8791291
GCN,9036,27,16,0.5943816
GCN,9037,28,28,0.36605644
GCN,9038,5,24,0.8401392
GCN,9039,24,24,0.35417783
GCN,9041,27,27,0.6396912
GCN,9042,16,16,0.875229
GCN,9043,27,27,0.8567808
GCN,9044,16,16,0.5516928
GCN,9045,16,16,0.48776722
GCN,9046,23,26,0.32896277
GCN,9047,30,30,0.99127144
GCN,9048,28,28,0.5966976
GCN,9049,18,18,0.41364896
GCN,9050,27,27,0.27786627
GCN,9051,24,24,0.8232541
GCN,9052,31,31,0.42626175
GCN,9053,24,24,0.6943047
GCN,9054,16,16,0.81372404
GCN,9519,37,37,0.6843014
GCN,9527,10,8,0.55554867
GCN,9576,18,18,0.39875737
GCN,9590,28,28,0.86580336
GCN,9614,28,28,0.74176675
GCN,9622,19,19,0.85366917
GCN,9644,10,10,0.35921633
GCN,9651,10,10,0.43801796
GCN,9654,2,2,0.8916563
GCN,9659,23,23,0.9150682
GCN,9663,24,16,0.9204979
GCN,9680,26,26,0.42856228
GCN,9689,4,4,0.83897
GCN,9694,24,24,0.81826943
GCN,9717,28,28,0.84605813
GCN,9735,34,34,0.609324
GCN,9744,16,16,0.98536855
GCN,9745,8,8,0.6005332
GCN,9746,28,28,0.97120845
GCN,9747,13,10,0.7506838
GCN,9748,16,16,0.92900133
GCN,9749,16,16,0.9809378
GCN,9750,8,8,0.22563863
GCN,9751,34,33,0.30466136
GCN,9752,3,10,0.85125
GCN,9753,36,36,0.4390715
GCN,9754,24,24,0.5947221
GCN,9755,31,16,0.6807188
GCN,9756,16,16,0.9200664
GCN,9757,16,16,0.7942245
GCN,9758,28,28,0.94840926
GCN,9759,16,16,0.8952583
GCN,9760,16,16,0.93176305
GCN,9761,6,4,0.54118395
GCN,9762,5,4,0.40472504
GCN,9764,23,10,0.33873248
GCN,9765,24,37,0.62216216
GCN,9766,16,16,0.91653234
GCN,9767,27,27,0.6391541
GCN,9768,6,3,0.2750584
GCN,9770,24,24,0.51624006
GCN,9772,28,28,0.9661845
GCN,9773,24,24,0.5597124
GCN,9774,28,8,0.3355542
GCN,9775,4,4,0.28580266
GCN,9776,24,24,0.79958206
GCN,9777,5,5,0.8031395
GCN,9778,28,28,0.6771106
GCN,9779,24,5,0.48305202
GCN,9780,16,16,0.92187417
GCN,9781,27,27,0.3323755
GCN,9782,3,10,0.294535
GCN,9783,19,2,0.4742279
GCN,9784,28,28,0.82654506
GCN,9785,16,16,0.7073573
GCN,9786,24,24,0.65358025
GCN,9787,19,19,0.88740975
GCN,9788,26,26,0.7440735
GCN,9789,16,16,0.9673712
GCN,9791,30,24,0.1806946
GCN,9792,16,16,0.98146445
GCN,9793,27,27,0.7969534
GCN,9794,30,30,0.9747789
GCN,9795,9,9,0.41105586
GCN,9796,31,24,0.24612772
GCN,9797,10,16,0.8045279
GCN,9798,22,22,0.7980363
GCN,9799,30,30,0.75047797
GCN,9800,34,34,0.97508234
GCN,9801,24,24,0.78370214
GCN,9802,16,27,0.6264764
GCN,9803,16,16,0.9116121
GCN,9804,16,16,0.98253065
GCN,9805,24,30,0.7958546
GCN,9806,24,24,0.65110517
GCN,9807,5,4,0.7922311
GCN,9808,16,24,0.38859928
GCN,9809,16,16,0.9989982
GCN,9810,20,20,0.70148385
GCN,9811,16,16,0.9489761
GCN,9812,24,24,0.6368481
GCN,9813,19,19,0.7454095
GCN,9815,16,16,0.9540191
GCN,9816,13,13,0.55688256
GCN,9817,24,16,0.69893277
GCN,9818,5,5,0.62647367
GCN,9819,34,34,0.86040956
GCN,9820,30,30,0.879271
GCN,9821,26,26,0.7517965
GCN,9822,24,24,0.6073856
GCN,9823,16,16,0.23864688
GCN,9824,4,4,0.8766079
GCN,9826,24,24,0.3808641
