node_id,pca_1,pca_2,true_label,model
169235,-3.5493412,-0.22057748,16,GCN
25122,-3.26754,-0.080658436,16,GCN
136999,0.4710188,1.2689066,16,GCN
76757,1.7696261,-4.2535086,4,GCN
60869,4.6889534,6.5477977,30,GCN
121437,1.3528223,2.2767663,31,GCN
133477,-1.8643827,1.1639638,25,GCN
133545,-3.201542,-1.9331754,20,GCN
23725,-1.2300167,4.4520655,24,GCN
160933,3.7331076,2.2393675,19,GCN
137028,-2.099649,-0.70293474,30,GCN
31120,4.3122997,-2.7885535,34,GCN
107944,-3.7119684,-1.8918986,24,GCN
87005,-1.2649353,-1.0055199,4,GCN
86652,2.7400098,-5.166722,37,GCN
65751,3.1501641,-2.4487689,28,GCN
158226,-0.5798328,0.18378282,16,GCN
76333,1.107285,2.4940753,27,GCN
11628,-3.176768,-1.071145,30,GCN
99178,-0.23645163,1.0564833,24,GCN
149459,-2.351109,-0.536875,30,GCN
52996,-0.05016589,0.834059,30,GCN
753,-3.4966035,-0.07583976,16,GCN
149529,0.97685957,1.6315279,24,GCN
26243,-3.4304934,-0.12201619,16,GCN
19775,1.0507836,-1.2737887,8,GCN
62239,0.72712755,-0.41345072,24,GCN
163956,0.84684753,1.030004,10,GCN
168033,3.0161195,-2.1464295,20,GCN
41829,1.9638739,-0.8266659,5,GCN
27289,-1.9244888,-0.13752007,30,GCN
34273,2.7171154,-2.7355366,2,GCN
156091,-3.9969754,-1.8432949,16,GCN
90804,-1.9605246,0.7271371,24,GCN
60962,-0.6367073,-0.76756024,10,GCN
27210,1.6626463,-2.3005812,8,GCN
24591,3.896017,-4.4355726,33,GCN
155537,4.4846306,-1.9118941,37,GCN
136144,-3.5808656,-1.7140394,16,GCN
79072,0.39981604,-1.9291711,36,GCN
15219,0.4306755,-1.1508446,3,GCN
155471,0.9395075,-4.103309,28,GCN
30226,1.1928473,-3.671549,28,GCN
21025,4.547284,6.783895,30,GCN
59164,1.6838155,2.2739706,24,GCN
22200,-1.3810763,1.5633283,24,GCN
59502,-3.6997874,-1.701642,16,GCN
71373,4.6324434,-3.5607405,18,GCN
134836,3.7397208,3.7545524,24,GCN
88053,2.6133585,1.7072482,19,GCN
64734,-0.84263325,-1.0004091,30,GCN
86759,3.8507924,-3.0749547,9,GCN
74158,-0.10992885,-0.060239553,31,GCN
80546,3.3134732,-0.6723876,23,GCN
46391,2.602406,-1.3991827,20,GCN
84568,-1.78738,1.1193986,16,GCN
54237,-2.0532455,0.5717275,16,GCN
126919,0.045636177,2.2762876,10,GCN
937,-2.705439,0.7599282,30,GCN
145073,-3.512753,0.33435345,16,GCN
12521,1.350975,1.3773689,26,GCN
153370,1.5064301,-3.007025,33,GCN
6241,-3.9547498,-0.97331834,16,GCN
26447,-3.3937511,-1.0675468,24,GCN
48977,2.0806522,4.451956,30,GCN
163785,-2.7157753,0.11585379,16,GCN
54462,-4.5001636,-1.706257,16,GCN
40976,-3.4880066,-2.0825272,30,GCN
117677,-3.2979116,-0.8640132,30,GCN
166714,-1.4197822,2.0324106,27,GCN
87286,-2.6839952,0.60071516,16,GCN
55706,-2.7694964,-1.2178167,24,GCN
122454,-3.017393,-1.6237609,24,GCN
142807,0.18354416,4.040675,24,GCN
93895,-1.3645475,2.3571377,16,GCN
138860,3.1654377,-1.1757064,5,GCN
22357,-2.2036283,1.5953021,16,GCN
116298,3.4121666,-2.4209561,5,GCN
143722,-2.6879818,-2.3956826,16,GCN
40534,0.97344494,2.1474905,27,GCN
30362,3.8924437,-2.4019156,2,GCN
74084,1.8151913,7.013144,16,GCN
10208,-2.82364,1.3138008,24,GCN
67594,0.51058483,0.64816,23,GCN
106579,-3.208591,-0.14698601,16,GCN
29846,0.7922535,1.2474356,24,GCN
101241,4.7880354,5.4158998,24,GCN
138362,0.21616745,-1.7250962,24,GCN
29765,3.6764946,1.0101137,19,GCN
43686,-2.7088747,-1.0250635,24,GCN
63193,0.76117325,-2.8571591,28,GCN
17011,1.83218,1.9560318,24,GCN
118912,1.7676578,-2.3874767,34,GCN
146645,0.7746992,3.520875,20,GCN
38348,-4.1582484,-2.2892017,16,GCN
19865,4.4579697,-0.60339236,5,GCN
67066,3.969932,-1.1267344,19,GCN
153475,-3.3748548,-2.7638369,24,GCN
98977,-0.27142382,-1.7798026,3,GCN
34245,-1.3361528,0.84630346,30,GCN
7191,-2.5087235,0.095011234,24,GCN
126513,-1.832654,2.5129266,16,GCN
5074,-2.45925,3.2860966,16,GCN
124268,1.2195272,1.5588894,24,GCN
18452,-2.593287,0.046224356,24,GCN
66248,4.576206,-3.643349,29,GCN
136767,-1.9043581,0.051876068,16,GCN
166105,-0.41456628,2.963677,27,GCN
138724,1.9510331,2.1624217,10,GCN
48986,-3.4947138,-2.094195,25,GCN
167419,4.151287,-2.3929482,4,GCN
120300,1.2762761,-3.0981362,33,GCN
85841,1.1472774,1.9534154,10,GCN
95997,1.7122965,2.5835156,10,GCN
61777,-0.23934937,4.783444,25,GCN
139574,-2.1365116,-0.6518247,24,GCN
17975,1.3628826,2.445012,27,GCN
26411,-0.7329006,-2.2985368,26,GCN
164832,7.888685,-2.6234138,34,GCN
41855,-3.4860137,-1.2330664,16,GCN
13837,-2.9403267,-1.6001468,30,GCN
27582,-2.5568564,-0.19084024,16,GCN
85432,1.8227711,-2.7726123,28,GCN
88652,-2.427976,-1.9651122,24,GCN
66148,7.344178,4.8721704,24,GCN
101218,1.9295778,-0.8818085,5,GCN
121593,2.4561534,-3.9021137,8,GCN
138365,-1.033073,0.50089645,4,GCN
169121,-0.499604,-3.618227,8,GCN
16434,0.77668333,1.4513683,16,GCN
69775,-3.5036254,-1.6092464,16,GCN
90787,3.1084867,-3.4947119,2,GCN
36886,-3.265255,1.1944108,16,GCN
50286,1.8206687,3.7633,24,GCN
153497,-1.5998218,2.3239617,27,GCN
23248,3.6975794,0.5115464,28,GCN
67454,-1.0573428,2.3600636,27,GCN
11640,-3.680139,-0.24442816,16,GCN
96477,1.9275093,1.1051006,24,GCN
155687,-0.18829966,0.70576906,30,GCN
58278,-2.2399607,-1.7136959,24,GCN
167432,5.204135,8.007671,24,GCN
100438,1.5698218,-3.765576,4,GCN
160875,1.1421423,-3.1033053,28,GCN
17621,2.2176166,0.9282026,23,GCN
147744,-1.7201946,2.2550187,27,GCN
126764,0.6713362,-3.6326365,24,GCN
143674,1.3086972,4.527935,26,GCN
49905,1.0163398,3.2230291,24,GCN
125463,-3.584638,-2.016318,24,GCN
51616,-1.313967,-1.541328,24,GCN
48931,0.8273401,-3.2689674,2,GCN
22430,1.56989,2.465835,27,GCN
41825,-1.3712635,-1.3879007,31,GCN
38414,1.4893708,0.79202414,10,GCN
18444,4.1324444,-3.3309543,2,GCN
144864,3.8078485,-1.4444324,4,GCN
81475,4.1841726,-2.843779,8,GCN
110504,-3.6890354,0.8737309,16,GCN
106977,-3.9673252,-1.4121252,16,GCN
40530,0.4757371,6.41532,30,GCN
156873,0.17991877,3.4949036,24,GCN
15252,-0.8137846,3.6377974,16,GCN
79271,-0.6427653,7.185823,16,GCN
1944,3.9629855,9.967178,16,GCN
7551,3.0625696,-3.2941186,34,GCN
21152,1.2200851,2.9069223,24,GCN
43165,-0.992949,-2.3478715,30,GCN
75000,0.8661728,1.4240036,26,GCN
76818,4.556471,-0.5367434,32,GCN
9048,-1.2748199,-0.95716095,28,GCN
85740,0.780458,5.538626,27,GCN
78890,5.1183157,-1.0101621,19,GCN
31076,-0.19105268,2.3185763,24,GCN
159567,-3.617751,-0.6748097,31,GCN
33707,-1.1462965,3.315691,16,GCN
78854,-2.66657,1.5541172,16,GCN
46218,1.1949215,-2.9979749,38,GCN
56840,-2.910163,-0.7974584,16,GCN
144153,1.4326572,0.9376693,10,GCN
96040,-4.0331426,-2.2476883,16,GCN
123739,3.383317,-3.9440496,8,GCN
77940,0.1261406,1.5871072,16,GCN
16650,3.6318922,-1.1531194,11,GCN
32898,-2.059076,0.3777883,30,GCN
40480,2.811007,-3.5259182,28,GCN
119009,3.7040596,-2.860699,36,GCN
156006,0.25779963,-0.35048246,15,GCN
3837,-0.5837984,-2.892143,28,GCN
166127,2.8668885,2.3556046,27,GCN
7626,-2.3600388,0.26681733,24,GCN
112288,0.42376757,0.7467382,10,GCN
51138,2.9264178,-2.0214503,19,GCN
27203,1.8156948,-0.81090665,37,GCN
169171,-0.3752184,-1.6427796,6,GCN
22088,-3.6166763,-2.0138824,30,GCN
126359,1.2848058,0.47145462,23,GCN
64844,1.2021651,1.8886161,27,GCN
59624,-0.056753874,4.249401,16,GCN
62166,-3.0267425,-1.0963583,30,GCN
55689,-3.314642,-1.5198196,30,GCN
32831,-0.36085343,1.6115761,24,GCN
11445,2.1976895,1.0509315,31,GCN
167857,2.7700744,-1.9941837,4,GCN
82827,-2.8110409,-1.9221245,24,GCN
153285,-2.0760193,1.1167378,16,GCN
94710,-0.79596305,2.990666,16,GCN
98919,-2.1632285,-0.98308325,31,GCN
2062,-2.0766697,2.015069,16,GCN
67436,0.8751712,-1.3210113,33,GCN
63446,0.5580139,-1.9646964,5,GCN
95241,3.7918692,0.17727733,4,GCN
93836,-3.3873606,-1.9574344,30,GCN
99975,-1.3438692,3.7472234,16,GCN
57055,-1.1628432,2.261876,16,GCN
52944,0.6769743,-0.63292456,10,GCN
102954,-3.9804332,-0.6063447,24,GCN
64877,-2.327734,1.5003781,30,GCN
103056,-3.130866,0.24975061,16,GCN
145462,-3.0579278,-1.0128522,30,GCN
152631,-3.5657246,0.9203539,16,GCN
118332,0.65379333,3.1441846,16,GCN
132197,1.3652639,-4.384921,28,GCN
62173,-3.5598192,-2.3894558,16,GCN
161389,1.5934057,5.760532,24,GCN
160031,-2.359906,1.2332892,13,GCN
35119,-2.60699,-0.31437302,13,GCN
3811,-2.3899617,-0.6627207,30,GCN
75082,-2.7103043,0.91628647,24,GCN
122349,1.9369483,4.648148,30,GCN
71042,-0.4734969,1.7834215,10,GCN
34023,2.6750908,-2.4008574,8,GCN
1011,-0.5998473,3.3649292,10,GCN
17000,0.72042704,-0.08099842,6,GCN
82777,7.284897,-4.802384,36,GCN
130882,2.9738517,-1.0910511,10,GCN
141344,2.701447,-1.9801717,9,GCN
142257,-3.9533892,-1.0955245,16,GCN
114945,12.842864,4.9864516,24,GCN
148188,-1.3841321,-3.432076,8,GCN
128036,1.2477288,-1.9106596,28,GCN
17232,-4.336776,-1.441221,16,GCN
72904,3.7167687,-3.1667552,2,GCN
93781,-3.6566253,-0.26791382,30,GCN
155573,-0.4445083,2.2904968,24,GCN
128245,-1.7063081,-0.043879032,24,GCN
87927,0.0022330284,3.9046054,16,GCN
120211,-2.281099,0.4660473,30,GCN
107049,-1.8980384,0.38274527,30,GCN
122224,4.402956,1.7189202,13,GCN
15096,7.1633825,-3.517285,36,GCN
84640,-3.8651469,-1.7540834,16,GCN
67637,-1.3566036,0.46286678,16,GCN
62277,-2.637918,-1.4250304,24,GCN
105748,-2.3177652,-1.0089264,6,GCN
144090,2.438428,-0.7293012,34,GCN
105680,0.86039877,-2.27307,28,GCN
120331,-0.6055968,-0.70937705,24,GCN
144173,0.66411495,-3.0971477,28,GCN
77608,0.05397892,-0.8164849,30,GCN
56672,-0.046808243,-0.055977583,16,GCN
35213,1.9072113,-2.6561244,26,GCN
40509,2.6026945,-2.996836,2,GCN
149549,-0.5669782,2.205152,24,GCN
167879,-4.311256,-1.8884263,16,GCN
140989,-2.2890248,-0.59674215,24,GCN
150761,-0.40488148,2.551581,10,GCN
32979,0.4179511,2.868114,24,GCN
112218,-2.055402,2.4531355,16,GCN
29830,2.7736354,-2.3137774,9,GCN
43774,0.2831874,1.3293729,24,GCN
157357,1.4345775,1.2856035,24,GCN
59504,3.455587,-1.7449034,28,GCN
24995,0.057235718,-0.3080783,13,GCN
76886,-4.1309123,-1.1483601,16,GCN
112253,-4.0716157,-1.4765991,16,GCN
26423,0.08133745,-0.17160416,24,GCN
64918,-2.0091128,1.8609796,24,GCN
108086,2.2196083,-1.3167746,24,GCN
145617,-2.9439404,-1.8708345,16,GCN
126849,-2.5480332,-0.3157947,30,GCN
15739,2.427905,3.2071095,26,GCN
154213,0.47159052,-3.5886304,4,GCN
67132,-1.4403584,1.5697169,30,GCN
70251,-1.5718825,4.821738,24,GCN
166159,-2.9152217,-2.2044785,24,GCN
59194,2.5346708,-3.0443864,28,GCN
130825,-1.4991984,2.9631548,24,GCN
5956,5.428545,0.09754443,19,GCN
2417,0.80190945,1.2660689,23,GCN
154637,3.5248132,4.255064,31,GCN
84546,-2.6428921,1.081336,24,GCN
151664,2.3325238,2.132894,24,GCN
68878,-2.9920077,1.6743908,16,GCN
167872,-2.0692227,-0.36112332,16,GCN
161238,2.267551,3.585794,1,GCN
117735,-1.1429935,3.455217,16,GCN
125007,3.0709133,-4.130854,34,GCN
44519,-2.1421623,1.3397317,16,GCN
93425,0.9171424,4.981032,24,GCN
125499,-2.518045,-0.777473,24,GCN
119023,-2.150876,-0.87524533,30,GCN
164813,0.42926216,-1.3993948,4,GCN
111087,0.8046708,-0.8448465,23,GCN
123745,-0.78531575,1.6536884,30,GCN
64984,-3.6496282,-0.27216363,16,GCN
86618,2.4101806,-0.52108335,37,GCN
91170,-4.1993785,-0.3448212,16,GCN
31077,0.47099018,-0.7154422,23,GCN
100390,2.2761874,4.1525216,27,GCN
101759,-2.9727354,-0.91906214,24,GCN
42231,-1.3100345,0.42732215,24,GCN
137495,-3.6804898,-0.21396399,16,GCN
143688,-3.2523181,1.4114704,24,GCN
138878,2.778531,-2.2951303,5,GCN
38320,4.5581245,-3.0761685,28,GCN
164799,3.8492131,-0.69372344,28,GCN
97845,0.19152546,-0.8845506,38,GCN
8807,-0.12104559,2.609067,24,GCN
3344,-1.0889046,4.5428452,16,GCN
31593,4.9093075,-1.4742708,34,GCN
137368,3.2742949,-1.3831259,28,GCN
160008,-3.6369364,0.0976975,24,GCN
109206,2.6738138,-4.7984605,39,GCN
56876,-2.5858655,2.0467048,16,GCN
48990,5.986782,-2.5859728,4,GCN
22292,0.4254408,-1.0779712,4,GCN
97796,1.5949569,-3.661717,28,GCN
73819,-2.7174807,0.6904962,30,GCN
8475,3.8599749,2.7085557,27,GCN
169335,-2.4357045,0.060242176,30,GCN
45097,3.3439956,0.7435136,8,GCN
30273,-2.9707227,-1.3142194,24,GCN
102533,2.2775874,4.5640335,6,GCN
27624,-1.4541721,-1.591287,24,GCN
88470,2.14291,-0.9476347,8,GCN
68393,-0.003528595,-0.9325931,26,GCN
144957,0.1408844,2.8037677,31,GCN
15460,5.761218,-3.585155,28,GCN
147714,2.6002245,-4.014327,28,GCN
94612,-3.1801004,-0.36319947,16,GCN
21124,1.0806708,-1.6368572,28,GCN
64355,2.6759434,0.3127973,13,GCN
96411,0.7055907,3.418261,30,GCN
95168,-2.001194,-1.1663154,30,GCN
162686,2.1370764,-0.8295257,3,GCN
91183,-3.6208463,-1.6397098,16,GCN
2613,-0.65779376,0.44755864,11,GCN
151941,-4.2505875,-0.9194279,16,GCN
1124,0.16577435,0.9499998,24,GCN
43776,4.9318457,-1.2138469,20,GCN
162630,-2.0755322,-0.65646625,30,GCN
165320,-0.23294854,-0.39714003,10,GCN
83297,4.025197,-3.3199177,39,GCN
130800,2.6072578,1.9347472,24,GCN
28952,-1.7061381,-1.1804123,24,GCN
10165,3.1740823,-3.5170746,8,GCN
113742,-3.9000196,-0.7136395,16,GCN
166701,3.633976,-2.7116728,36,GCN
23831,-2.6459866,2.1478896,16,GCN
128021,2.0122662,-2.7145994,28,GCN
21082,-3.3379757,2.2829475,16,GCN
39342,-0.596118,0.9915528,24,GCN
97783,-2.0733423,0.31522846,24,GCN
24940,1.0932312,-1.4515071,28,GCN
146434,1.8238683,-4.226298,8,GCN
20995,1.9198198,3.5250878,30,GCN
52760,-0.8029916,-0.5074005,13,GCN
136020,-1.5750167,-0.04739809,31,GCN
121567,-3.148162,0.5117271,24,GCN
50218,-4.0287457,-1.4007484,16,GCN
116407,-0.66254807,0.060621977,24,GCN
138826,1.050416,7.3251014,16,GCN
119725,2.5288262,-1.4911484,28,GCN
108369,-3.216926,-0.22803473,16,GCN
168806,2.6984892,2.955752,27,GCN
115857,-0.4468112,2.7116184,16,GCN
3386,3.0295916,-3.4915285,5,GCN
63447,3.480845,-2.9968758,29,GCN
57037,2.7024984,-3.1785445,5,GCN
121447,-2.3564413,0.3441584,30,GCN
5067,-1.0331192,0.9174247,24,GCN
141507,3.858984,-3.1520133,18,GCN
12998,-3.824429,-0.44327378,24,GCN
135657,-0.58859324,1.8495564,3,GCN
52928,0.30051374,2.7275414,17,GCN
104401,-3.8871896,-2.2540815,24,GCN
68365,3.6147866,-2.992945,4,GCN
84635,3.2716203,-1.3553365,39,GCN
35701,0.2238307,0.22935605,6,GCN
49090,-2.1694796,1.036161,25,GCN
168879,-1.5803676,-0.35877538,24,GCN
19247,0.61476326,0.31672668,4,GCN
131763,2.7974834,0.7327223,11,GCN
90702,2.4427075,-4.630048,28,GCN
52969,-3.3671944,-0.7106898,30,GCN
24971,-3.0856285,-0.48980808,16,GCN
133623,1.9039955,-4.02097,28,GCN
121121,-2.37575,-0.41531634,30,GCN
59644,3.2467241,-1.8399286,4,GCN
13062,-3.176967,-2.4485002,24,GCN
161408,2.7324657,0.48562145,24,GCN
149528,-3.7438083,-2.0402792,30,GCN
99190,-1.2008708,-1.070919,5,GCN
158775,0.2572689,1.74295,24,GCN
166100,-3.5840697,0.74683404,16,GCN
92032,-4.1559973,-1.6211883,16,GCN
150841,5.5620346,-2.356431,29,GCN
41069,-1.9867721,0.3753786,30,GCN
42286,6.016553,0.09467602,11,GCN
48540,-0.13841271,4.043017,16,GCN
140947,0.8916888,-2.450645,36,GCN
163489,2.4506307,-0.93022466,10,GCN
127631,0.7921004,-1.8111622,20,GCN
147755,-2.5814142,-2.782534,28,GCN
27233,-1.2155511,2.4911299,16,GCN
75542,1.5553594,1.8079453,24,GCN
101799,4.3493185,-0.72194695,2,GCN
167945,-3.3335238,-1.415566,16,GCN
140178,0.41300535,2.2105174,24,GCN
46422,-1.4449856,-0.6587541,30,GCN
165237,-1.8240464,-1.1987245,24,GCN
81622,3.3187823,-3.2688682,28,GCN
139993,-2.885537,-1.5714962,24,GCN
113511,-2.7508984,1.0180287,16,GCN
97369,3.8311324,1.2194452,21,GCN
38319,-1.4872742,2.2693715,16,GCN
93857,-1.6302078,-2.3903146,4,GCN
15228,1.5898037,3.762175,27,GCN
167824,1.3556228,-3.3042545,28,GCN
78855,2.0415773,-1.9332944,8,GCN
102516,0.21413231,-3.5815547,28,GCN
116363,-3.6417086,-0.42654133,16,GCN
18471,1.9804134,-0.5743444,34,GCN
25898,-0.45187902,5.449754,16,GCN
5137,-3.083682,-1.1736993,31,GCN
134732,2.8736825,-4.3676,28,GCN
31544,-0.4682169,3.193406,16,GCN
153389,3.416533,0.7176535,38,GCN
2019,3.5760098,-2.0524836,36,GCN
15276,0.14677715,-3.7510157,4,GCN
151486,4.1348515,0.36901617,19,GCN
3692,-3.5775278,-1.9823159,6,GCN
23314,-2.3546495,-0.4544227,24,GCN
53014,-0.11910343,2.6254215,27,GCN
7667,-4.0865617,-2.1492248,16,GCN
99224,-0.80735326,0.7717309,24,GCN
25076,0.2832365,1.4022131,6,GCN
31692,1.9592943,1.9703832,31,GCN
117553,-3.96164,-1.5655496,16,GCN
142368,2.100378,1.292604,34,GCN
76335,2.701191,0.6646447,2,GCN
81854,4.943924,-4.1218987,36,GCN
8386,3.3914108,1.467916,27,GCN
79467,-3.5048938,-1.9415374,10,GCN
153283,-1.5955472,-1.466638,24,GCN
41001,-3.5082345,-1.4933327,16,GCN
55155,-0.48944426,1.9622784,30,GCN
122815,-2.8378787,-1.0053871,30,GCN
38206,5.942114,-1.2783176,28,GCN
55401,-2.5174127,0.34567833,24,GCN
112416,3.6914554,-0.27599072,24,GCN
142345,-1.2906432,4.764263,16,GCN
79339,-3.6326299,-0.3880725,16,GCN
150668,-3.2218041,-0.7668011,16,GCN
40498,-0.2979555,1.539649,24,GCN
98685,1.1145248,3.595066,11,GCN
53819,2.8822083,3.2679262,10,GCN
38248,-2.9786365,-0.48815155,30,GCN
43586,-2.97475,-1.9713023,30,GCN
87259,0.8912983,-0.17742229,20,GCN
138716,0.97590923,-0.9988816,6,GCN
77517,-3.1942878,-0.8310087,30,GCN
128999,3.349585,0.3027208,23,GCN
91149,-2.4081554,1.0326481,24,GCN
71433,1.8106923,1.7545471,26,GCN
67595,-2.149065,0.86494136,16,GCN
55333,1.0933661,-3.7605934,28,GCN
5042,1.1935,-3.5007179,28,GCN
80705,0.7887578,-0.85109496,23,GCN
45862,-0.9000428,2.4682798,16,GCN
84074,-3.7242718,-1.7389227,16,GCN
18501,0.8278756,-0.8948424,24,GCN
733,5.708811,-0.6014364,26,GCN
27236,0.49947023,2.6323018,24,GCN
142341,0.26671314,-0.112140894,19,GCN
68689,2.1484914,2.9963155,24,GCN
18547,-2.7096891,2.1626005,27,GCN
48509,-2.5361526,0.20700336,24,GCN
754,4.726062,-2.937326,22,GCN
25131,-1.3172262,-1.1490862,24,GCN
68836,0.312912,6.1930947,31,GCN
38327,-1.5725005,3.3626695,16,GCN
64962,1.776681,-3.0281093,34,GCN
81321,1.4897227,1.486413,18,GCN
50284,-3.4255426,0.06626725,16,GCN
160872,-3.369942,1.6242642,16,GCN
34339,-2.728106,-0.5710609,24,GCN
74252,1.5152693,-1.9313152,22,GCN
115072,-3.4107478,-2.426526,30,GCN
148130,0.26916695,0.71098113,23,GCN
10188,-2.6320603,-0.10606098,4,GCN
128189,-0.14766169,-3.262891,28,GCN
63554,0.3900833,0.44784284,24,GCN
105154,-0.6986954,1.746335,16,GCN
18527,-2.4783869,1.0777426,24,GCN
140187,-2.651163,0.71752405,16,GCN
167417,0.32861996,3.2350545,18,GCN
7676,-1.9167955,2.1189585,16,GCN
51725,-0.8580153,-0.12695718,26,GCN
130723,2.6622686,-4.4261985,22,GCN
85401,3.5500026,5.2902226,27,GCN
43765,4.70022,-1.6466029,36,GCN
75454,-3.057279,0.49513626,30,GCN
162182,-1.2879345,1.2693276,30,GCN
11103,-4.1846337,-1.2502171,16,GCN
94716,-2.439489,0.24947906,16,GCN
40978,4.709857,-1.5729719,5,GCN
8741,2.5382576,3.0991168,30,GCN
7103,-1.2255614,0.19752264,10,GCN
48995,-3.2208252,-1.7145047,30,GCN
17185,1.8182306,0.035757065,27,GCN
122362,-1.9058211,0.54895306,25,GCN
158189,3.6012378,-0.35395336,14,GCN
154641,-3.8728638,-2.0837202,16,GCN
6224,-0.81456995,1.9298749,16,GCN
23663,-3.2987533,-0.9002018,30,GCN
71535,-0.716753,-2.3513792,24,GCN
154217,1.0205402,2.8516402,24,GCN
84581,-1.049443,1.8427448,27,GCN
128994,-1.2300496,4.2159767,16,GCN
157313,-2.6903167,0.2785771,30,GCN
53040,1.2516661,-1.3244565,24,GCN
107932,-2.899648,-2.7238843,16,GCN
70318,-1.8508675,-0.10358524,24,GCN
17133,0.13294363,7.8793187,24,GCN
53066,-2.6126242,-0.29452062,24,GCN
167462,-3.2015035,-0.6080396,16,GCN
28901,-2.8074565,0.139575,16,GCN
31122,2.7267861,-3.339268,28,GCN
77993,-1.6786342,-0.2557242,30,GCN
130391,2.4248052,3.4330597,16,GCN
44554,-2.4942632,-1.5668805,24,GCN
149053,-3.788535,-1.4879609,16,GCN
110965,-0.91759014,1.5301476,31,GCN
134731,2.879828,0.44399142,10,GCN
42389,2.9167004,-3.1957636,2,GCN
111110,1.7826748,-2.8964565,33,GCN
97487,-2.1591372,-0.15846634,30,GCN
163873,0.6057286,3.0347018,24,GCN
156123,-0.24768639,0.73634505,29,GCN
78950,-4.097446,-0.9354434,13,GCN
142314,2.9458542,-2.4390821,3,GCN
72758,-3.6700885,-0.73709774,16,GCN
105155,1.8415847,-3.554248,34,GCN
129505,-0.38926888,2.2031178,16,GCN
96555,1.6429138,-0.7166326,22,GCN
130850,-2.9510417,1.3610821,16,GCN
41841,-2.5154657,-0.5314491,30,GCN
92611,-2.75212,-1.4287919,16,GCN
10197,-1.6921692,-0.54447436,24,GCN
47383,2.0399427,0.21270776,3,GCN
748,-3.2284987,-1.275101,16,GCN
144174,4.029745,1.3964324,24,GCN
57772,2.132298,-4.241269,8,GCN
26252,-3.482973,0.53667474,24,GCN
29833,-2.025794,0.12533641,24,GCN
53852,-3.3407362,-0.33390737,30,GCN
50140,2.8982291,4.498509,24,GCN
40469,-0.18656754,5.5195117,25,GCN
141220,3.6546426,-1.2532105,8,GCN
49954,2.2220912,3.6524076,5,GCN
4596,2.1899896,2.186339,10,GCN
108187,-3.3622174,0.3111868,24,GCN
102594,0.16197157,-3.3996344,38,GCN
97762,2.477539,-2.4750462,20,GCN
35707,-2.6267586,-1.4984555,24,GCN
122826,-1.278271,0.08395505,24,GCN
162221,-4.1828113,-1.6433719,16,GCN
87307,0.34482336,2.3360815,27,GCN
51175,-0.69975066,1.5186405,24,GCN
150300,0.012684822,-1.3163018,28,GCN
146944,-3.256469,-1.3122888,31,GCN
54266,-0.65300846,3.4851785,24,GCN
92577,-1.9286134,-1.7481132,4,GCN
39325,-3.3888528,-1.1153457,16,GCN
64362,3.1035085,-2.4256792,21,GCN
148173,2.5799274,-3.7391126,4,GCN
57764,-3.5324714,0.5484128,16,GCN
47583,2.8337665,0.13540769,3,GCN
167891,2.184206,2.725294,27,GCN
89685,2.7467756,5.622993,24,GCN
83220,-0.71268725,-0.93069506,24,GCN
124260,-0.18126035,-0.73812294,26,GCN
158674,-2.105617,-1.0093975,24,GCN
158239,-0.17191458,0.77586985,24,GCN
146784,2.7039304,4.598213,24,GCN
69746,-3.544969,0.25505638,24,GCN
74941,0.071734905,7.3320794,16,GCN
56961,-2.2153444,-1.6416306,24,GCN
145478,-2.6581554,0.28153348,16,GCN
105168,-0.26338124,-1.0118241,26,GCN
158720,0.554276,-2.4983432,24,GCN
75408,-2.2095425,-0.7623632,24,GCN
50304,1.0491657,-1.6396362,28,GCN
3325,0.897244,-2.4104228,34,GCN
92044,-2.3653474,3.2591176,16,GCN
33823,2.1452632,-0.3799007,2,GCN
58256,-2.775556,-0.68245125,24,GCN
11449,1.4966669,-1.2730197,28,GCN
14100,-3.1685617,-0.8723452,16,GCN
60833,-3.3541212,-0.77334213,16,GCN
17196,2.3903446,4.498817,24,GCN
22443,1.9437294,-1.9490083,8,GCN
57004,-2.6516237,1.2770929,24,GCN
82043,2.4236298,-4.164412,5,GCN
36856,1.5288639,3.1391606,6,GCN
151310,4.605894,-2.031589,28,GCN
81990,-3.553725,0.83266306,16,GCN
64929,1.7546597,-0.7214935,5,GCN
10184,0.32998276,-1.9516971,34,GCN
98671,-3.3787408,-1.419163,16,GCN
121571,-2.6639905,-0.5700209,24,GCN
116001,3.1826024,-3.852396,4,GCN
141420,3.6654377,-3.0901911,28,GCN
164745,2.6296396,-2.215506,8,GCN
31496,-1.1143768,-0.3814063,24,GCN
95193,-1.36029,-0.7296095,5,GCN
19868,-2.1851509,3.2454538,16,GCN
23273,-0.7250576,3.291388,17,GCN
88534,-0.1645472,1.6518369,24,GCN
67554,-1.2617893,4.357953,16,GCN
128184,3.3671236,0.32886887,11,GCN
49158,-3.8175142,-0.2946005,16,GCN
105631,4.968214,-3.6710525,34,GCN
164810,-3.0895233,-1.0395732,16,GCN
88509,-2.9906912,-0.66436434,30,GCN
133547,-2.732938,1.5136628,30,GCN
70255,-4.0833745,-1.4376686,16,GCN
118879,2.081811,-0.5381906,3,GCN
74985,0.039027214,5.4961553,16,GCN
56911,4.5339584,-3.2585468,39,GCN
111894,1.1950073,3.3527565,17,GCN
14321,-2.9464748,-1.422857,24,GCN
